Source Name	Characteristics [Organism]	Characteristics [DiseaseState]	Characteristics [OrganismPart]	Characteristics [BioSourceType]	Protocol REF	Protocol REF	Protocol REF	Extract Name	Material Type	Protocol REF	Labeled Extract Name	Label	Material Type	Protocol REF	Hybridization Name	Array Design REF	Comment [Array Design URI]	Factor Value [GrowthCondition]	Factor Value [DISEASE_STATE]	Scan Name	Array Data File	Comment [ArrayExpress FTP file]	Protocol REF	Derived Array Data Matrix File	Comment [Derived ArrayExpress FTP file]
SpIp greenhouse 1	Vitis vinifera	E. lata infected plant with symptoms	leaf	frozen_sample	P-MTAB-5421	P-MTAB-5425	P-MTAB-5424	E_SpIp greenhouse 1	total_RNA	P-MTAB-5423	L_SpIp greenhouse 1_1	Cy3	unknown	P-MTAB-5416	H_SnIn greenhouse 4_1_SpIp greenhouse 1_	A-MEXP-1536	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-MEXP-1536	greenhouse	E. lata infected plant with symptoms	m785.txt	m785.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.raw.1.zip	P-MTAB-5415	E-MEXP-2337-processed-data-1824889504.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.processed.1.zip
SnIn greenhouse 4	Vitis vinifera	normal	leaf	frozen_sample	P-MTAB-5421	P-MTAB-5425	P-MTAB-5424	E_SnIn greenhouse 4	total_RNA	P-MTAB-5423	L_SnIn greenhouse 4_1	Cy5	unknown	P-MTAB-5416	H_SnIn greenhouse 4_1_SpIp greenhouse 1_	A-MEXP-1536	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-MEXP-1536	greenhouse	normal	m785.txt	m785.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.raw.1.zip	P-MTAB-5415	mdata4.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.processed.1.zip
SnIn greenhouse 4	Vitis vinifera	normal	leaf	frozen_sample	P-MTAB-5421	P-MTAB-5425	P-MTAB-5424	E_SnIn greenhouse 4	total_RNA	P-MTAB-5423	L_SnIn greenhouse 4_1	Cy5	unknown	P-MTAB-5416	H_SnIn greenhouse 4_1_SpIp greenhouse 1_	A-MEXP-1536	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-MEXP-1536	greenhouse	normal	m785.txt	m785.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.raw.1.zip	P-MTAB-5415	E-MEXP-2337-processed-data-1824889504.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.processed.1.zip
SnIp greenhouse 1	Vitis vinifera	E. lata infected plant without symptoms	leaf	frozen_sample	P-MTAB-5421	P-MTAB-5425	P-MTAB-5424	E_SnIp greenhouse 1	total_RNA	P-MTAB-5423	L_SnIp greenhouse 1	Cy5	unknown	P-MTAB-5416	H_SnIp greenhouse 1_SnIn greenhouse 1	A-MEXP-1536	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-MEXP-1536	greenhouse	E. lata infected plant without symptoms	m496.txt	m496.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.raw.1.zip	P-MTAB-5415	E-MEXP-2337-processed-data-1824889504.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.processed.1.zip
SnIp greenhouse 1	Vitis vinifera	E. lata infected plant without symptoms	leaf	frozen_sample	P-MTAB-5421	P-MTAB-5425	P-MTAB-5424	E_SnIp greenhouse 1	total_RNA	P-MTAB-5423	L_SnIp greenhouse 1	Cy5	unknown	P-MTAB-5416	H_SnIp greenhouse 1_SnIn greenhouse 1	A-MEXP-1536	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-MEXP-1536	greenhouse	E. lata infected plant without symptoms	m496.txt	m496.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.raw.1.zip	P-MTAB-5415	mdata2.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.processed.1.zip
SnIn greenhouse 1	Vitis vinifera	normal	leaf	frozen_sample	P-MTAB-5421	P-MTAB-5425	P-MTAB-5424	E_SnIn greenhouse 1	total_RNA	P-MTAB-5423	L_SnIn greenhouse 1	Cy3	unknown	P-MTAB-5416	H_SnIp greenhouse 1_SnIn greenhouse 1	A-MEXP-1536	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-MEXP-1536	greenhouse	normal	m496.txt	m496.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.raw.1.zip	P-MTAB-5415	E-MEXP-2337-processed-data-1824889504.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.processed.1.zip
SnIn greenhouse 1	Vitis vinifera	normal	leaf	frozen_sample	P-MTAB-5421	P-MTAB-5425	P-MTAB-5424	E_SnIn greenhouse 1	total_RNA	P-MTAB-5423	L_SnIn greenhouse 1	Cy3	unknown	P-MTAB-5416	H_SnIp greenhouse 1_SnIn greenhouse 1	A-MEXP-1536	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-MEXP-1536	greenhouse	normal	m496.txt	m496.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.raw.1.zip	P-MTAB-5415	mdata2.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.processed.1.zip
SnIn greenhouse 5	Vitis vinifera	E. lata infected plant with symptoms	leaf	frozen_sample	P-MTAB-5421	P-MTAB-5425	P-MTAB-5424	E_SnIn greenhouse 5	total_RNA	P-MTAB-5423	L_SnIn greenhouse 5_1	Cy5	unknown	P-MTAB-5416	H_SnIn greenhouse 5_1_SpIp greenhouse 2_	A-MEXP-1536	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-MEXP-1536	greenhouse	E. lata infected plant with symptoms	m790.txt	m790.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.raw.1.zip	P-MTAB-5415	mdata4.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.processed.1.zip
SnIn greenhouse 5	Vitis vinifera	E. lata infected plant with symptoms	leaf	frozen_sample	P-MTAB-5421	P-MTAB-5425	P-MTAB-5424	E_SnIn greenhouse 5	total_RNA	P-MTAB-5423	L_SnIn greenhouse 5_1	Cy5	unknown	P-MTAB-5416	H_SnIn greenhouse 5_1_SpIp greenhouse 2_	A-MEXP-1536	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-MEXP-1536	greenhouse	E. lata infected plant with symptoms	m790.txt	m790.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.raw.1.zip	P-MTAB-5415	E-MEXP-2337-processed-data-1824889504.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.processed.1.zip
SpIp greenhouse 2	Vitis vinifera	E. lata infected plant with symptoms	leaf	frozen_sample	P-MTAB-5421	P-MTAB-5425	P-MTAB-5424	E_SpIp greenhouse 2	total_RNA	P-MTAB-5423	L_SpIp greenhouse 2_1	Cy3	unknown	P-MTAB-5416	H_SnIn greenhouse 5_1_SpIp greenhouse 2_	A-MEXP-1536	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-MEXP-1536	greenhouse	E. lata infected plant with symptoms	m790.txt	m790.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.raw.1.zip	P-MTAB-5415	mdata4.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.processed.1.zip
SpIp greenhouse 2	Vitis vinifera	E. lata infected plant with symptoms	leaf	frozen_sample	P-MTAB-5421	P-MTAB-5425	P-MTAB-5424	E_SpIp greenhouse 2	total_RNA	P-MTAB-5423	L_SpIp greenhouse 2_1	Cy3	unknown	P-MTAB-5416	H_SnIn greenhouse 5_1_SpIp greenhouse 2_	A-MEXP-1536	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-MEXP-1536	greenhouse	E. lata infected plant with symptoms	m790.txt	m790.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.raw.1.zip	P-MTAB-5415	E-MEXP-2337-processed-data-1824889504.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.processed.1.zip
SpIn vineyard 2	Vitis vinifera	E. lata infected plant with symptoms	  	frozen_sample	P-MTAB-5418	P-MTAB-5425	P-MTAB-5419	E_SpIn vineyard 2	total_RNA	P-MTAB-5423	L_SpIn vineyard 2	Cy3	unknown	P-MTAB-5416	H_SpIp vineyard 1_SpIn vineyard 2	A-MEXP-1536	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-MEXP-1536	vineyard	E. lata infected plant with symptoms	m520.txt	m520.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.raw.1.zip	P-MTAB-5415	E-MEXP-2337-processed-data-1824889504.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.processed.1.zip
SpIn vineyard 2	Vitis vinifera	E. lata infected plant with symptoms	  	frozen_sample	P-MTAB-5418	P-MTAB-5425	P-MTAB-5419	E_SpIn vineyard 2	total_RNA	P-MTAB-5423	L_SpIn vineyard 2	Cy3	unknown	P-MTAB-5416	H_SpIp vineyard 1_SpIn vineyard 2	A-MEXP-1536	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-MEXP-1536	vineyard	E. lata infected plant with symptoms	m520.txt	m520.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.raw.1.zip	P-MTAB-5415	mdata5.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.processed.1.zip
SpIp vineyard 1	Vitis vinifera	E. lata infected plant with symptoms	leaf	frozen_sample	P-MTAB-5418	P-MTAB-5425	P-MTAB-5419	E_SpIp vineyard 1	total_RNA	P-MTAB-5423	L_SpIp vineyard 1	Cy5	unknown	P-MTAB-5416	H_SpIp vineyard 1_SpIn vineyard 2	A-MEXP-1536	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-MEXP-1536	vineyard	E. lata infected plant with symptoms	m520.txt	m520.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.raw.1.zip	P-MTAB-5415	E-MEXP-2337-processed-data-1824889504.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.processed.1.zip
SpIp vineyard 1	Vitis vinifera	E. lata infected plant with symptoms	leaf	frozen_sample	P-MTAB-5418	P-MTAB-5425	P-MTAB-5419	E_SpIp vineyard 1	total_RNA	P-MTAB-5423	L_SpIp vineyard 1	Cy5	unknown	P-MTAB-5416	H_SpIp vineyard 1_SpIn vineyard 2	A-MEXP-1536	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-MEXP-1536	vineyard	E. lata infected plant with symptoms	m520.txt	m520.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.raw.1.zip	P-MTAB-5415	mdata5.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.processed.1.zip
SpIp vineyard 3	Vitis vinifera	E. lata infected plant with symptoms	leaf	frozen_sample	P-MTAB-5421	P-MTAB-5425	P-MTAB-5419	E_SpIp vineyard 3	total_RNA	P-MTAB-5423	L_SpIp vineyard 3	Cy5	unknown	P-MTAB-5416	H_SpIp vineyard 3_SnIn vineyard 4	A-MEXP-1536	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-MEXP-1536	vineyard	E. lata infected plant with symptoms	m552.txt	m552.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.raw.1.zip	P-MTAB-5415	E-MEXP-2337-processed-data-1824889504.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.processed.1.zip
SpIp vineyard 3	Vitis vinifera	E. lata infected plant with symptoms	leaf	frozen_sample	P-MTAB-5421	P-MTAB-5425	P-MTAB-5419	E_SpIp vineyard 3	total_RNA	P-MTAB-5423	L_SpIp vineyard 3	Cy5	unknown	P-MTAB-5416	H_SpIp vineyard 3_SnIn vineyard 4	A-MEXP-1536	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-MEXP-1536	vineyard	E. lata infected plant with symptoms	m552.txt	m552.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.raw.1.zip	P-MTAB-5415	mdata5.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.processed.1.zip
SnIn vineyard 4	Vitis vinifera	normal	leaf	frozen_sample	P-MTAB-5418	P-MTAB-5425	P-MTAB-5419	E_SnIn vineyard 4	total_RNA	P-MTAB-5422	L_SnIn vineyard 4	Cy3	unknown	P-MTAB-5416	H_SpIp vineyard 3_SnIn vineyard 4	A-MEXP-1536	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-MEXP-1536	vineyard	normal	m552.txt	m552.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.raw.1.zip	P-MTAB-5415	E-MEXP-2337-processed-data-1824889504.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.processed.1.zip
SnIn vineyard 4	Vitis vinifera	normal	leaf	frozen_sample	P-MTAB-5418	P-MTAB-5425	P-MTAB-5419	E_SnIn vineyard 4	total_RNA	P-MTAB-5422	L_SnIn vineyard 4	Cy3	unknown	P-MTAB-5416	H_SpIp vineyard 3_SnIn vineyard 4	A-MEXP-1536	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-MEXP-1536	vineyard	normal	m552.txt	m552.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.raw.1.zip	P-MTAB-5415	mdata5.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.processed.1.zip
SpIp greenhouse 3	Vitis vinifera	E. lata infected plant with symptoms	leaf	frozen_sample	P-MTAB-5421	P-MTAB-5425	P-MTAB-5424	E_SpIp greenhouse 3	total_RNA	P-MTAB-5423	L_SpIp greenhouse 3_1	Cy5	unknown	P-MTAB-5416	H_SpIp greenhouse 3_1_SnIp greenhouse 4_	A-MEXP-1536	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-MEXP-1536	greenhouse	E. lata infected plant with symptoms	m490.txt	m490.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.raw.1.zip	P-MTAB-5415	E-MEXP-2337-processed-data-1824889504.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.processed.1.zip
SpIp greenhouse 3	Vitis vinifera	E. lata infected plant with symptoms	leaf	frozen_sample	P-MTAB-5421	P-MTAB-5425	P-MTAB-5424	E_SpIp greenhouse 3	total_RNA	P-MTAB-5423	L_SpIp greenhouse 3_1	Cy5	unknown	P-MTAB-5416	H_SpIp greenhouse 3_1_SnIp greenhouse 4_	A-MEXP-1536	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-MEXP-1536	greenhouse	E. lata infected plant with symptoms	m490.txt	m490.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.raw.1.zip	P-MTAB-5415	mdata6.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.processed.1.zip
SnIp greenhouse 4	Vitis vinifera	E. lata infected plant without symptoms	leaf	frozen_sample	P-MTAB-5421	P-MTAB-5425	P-MTAB-5424	E_SnIp greenhouse 4	total_RNA	P-MTAB-5423	L_SnIp greenhouse 4_1	Cy3	unknown	P-MTAB-5416	H_SpIp greenhouse 3_1_SnIp greenhouse 4_	A-MEXP-1536	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-MEXP-1536	greenhouse	E. lata infected plant without symptoms	m490.txt	m490.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.raw.1.zip	P-MTAB-5415	E-MEXP-2337-processed-data-1824889504.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.processed.1.zip
SnIp greenhouse 4	Vitis vinifera	E. lata infected plant without symptoms	leaf	frozen_sample	P-MTAB-5421	P-MTAB-5425	P-MTAB-5424	E_SnIp greenhouse 4	total_RNA	P-MTAB-5423	L_SnIp greenhouse 4_1	Cy3	unknown	P-MTAB-5416	H_SpIp greenhouse 3_1_SnIp greenhouse 4_	A-MEXP-1536	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-MEXP-1536	greenhouse	E. lata infected plant without symptoms	m490.txt	m490.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.raw.1.zip	P-MTAB-5415	mdata6.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.processed.1.zip
SpIp greenhouse 4	Vitis vinifera	E. lata infected plant with symptoms	leaf	frozen_sample	P-MTAB-5421	P-MTAB-5425	P-MTAB-5424	E_SpIp greenhouse 4	total_RNA	P-MTAB-5423	L_SpIp greenhouse 4_1	Cy5	unknown	P-MTAB-5416	H_SpIp greenhouse 4_1_SnIp greenhouse 5_	A-MEXP-1536	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-MEXP-1536	greenhouse	E. lata infected plant with symptoms	m773.txt	m773.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.raw.1.zip	P-MTAB-5415	mdata6.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.processed.1.zip
SpIp greenhouse 4	Vitis vinifera	E. lata infected plant with symptoms	leaf	frozen_sample	P-MTAB-5421	P-MTAB-5425	P-MTAB-5424	E_SpIp greenhouse 4	total_RNA	P-MTAB-5423	L_SpIp greenhouse 4_1	Cy5	unknown	P-MTAB-5416	H_SpIp greenhouse 4_1_SnIp greenhouse 5_	A-MEXP-1536	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-MEXP-1536	greenhouse	E. lata infected plant with symptoms	m773.txt	m773.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.raw.1.zip	P-MTAB-5415	E-MEXP-2337-processed-data-1824889504.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.processed.1.zip
SnIp greenhouse 5	Vitis vinifera	E. lata infected plant without symptoms	leaf	  	P-MTAB-5421	P-MTAB-5425	P-MTAB-5424	E_SnIp greenhouse 5	total_RNA	P-MTAB-5423	L_SnIp greenhouse 5_1	Cy3	unknown	P-MTAB-5416	H_SpIp greenhouse 4_1_SnIp greenhouse 5_	A-MEXP-1536	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-MEXP-1536	greenhouse	E. lata infected plant without symptoms	m773.txt	m773.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.raw.1.zip	P-MTAB-5415	mdata6.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.processed.1.zip
SnIp greenhouse 5	Vitis vinifera	E. lata infected plant without symptoms	leaf	  	P-MTAB-5421	P-MTAB-5425	P-MTAB-5424	E_SnIp greenhouse 5	total_RNA	P-MTAB-5423	L_SnIp greenhouse 5_1	Cy3	unknown	P-MTAB-5416	H_SpIp greenhouse 4_1_SnIp greenhouse 5_	A-MEXP-1536	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-MEXP-1536	greenhouse	E. lata infected plant without symptoms	m773.txt	m773.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.raw.1.zip	P-MTAB-5415	E-MEXP-2337-processed-data-1824889504.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.processed.1.zip
SnIn greenhouse 3	Vitis vinifera	normal	leaf	frozen_sample	P-MTAB-5421	P-MTAB-5425	P-MTAB-5424	E_SnIn greenhouse 3	total_RNA	P-MTAB-5423	L_SnIn greenhouse 3	Cy3	unknown	P-MTAB-5416	H_SnIp greenhouse 3_SnIn greenhouse 3	A-MEXP-1536	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-MEXP-1536	greenhouse	normal	m519.txt	m519.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.raw.1.zip	P-MTAB-5415	mdata2.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.processed.1.zip
SnIn greenhouse 3	Vitis vinifera	normal	leaf	frozen_sample	P-MTAB-5421	P-MTAB-5425	P-MTAB-5424	E_SnIn greenhouse 3	total_RNA	P-MTAB-5423	L_SnIn greenhouse 3	Cy3	unknown	P-MTAB-5416	H_SnIp greenhouse 3_SnIn greenhouse 3	A-MEXP-1536	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-MEXP-1536	greenhouse	normal	m519.txt	m519.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.raw.1.zip	P-MTAB-5415	E-MEXP-2337-processed-data-1824889504.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.processed.1.zip
SnIp greenhouse 3	Vitis vinifera	E. lata infected plant without symptoms	leaf	frozen_sample	P-MTAB-5421	P-MTAB-5425	P-MTAB-5424	E_SnIp greenhouse 3	total_RNA	P-MTAB-5423	L_SnIp greenhouse 3	Cy5	unknown	P-MTAB-5416	H_SnIp greenhouse 3_SnIn greenhouse 3	A-MEXP-1536	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-MEXP-1536	greenhouse	E. lata infected plant without symptoms	m519.txt	m519.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.raw.1.zip	P-MTAB-5415	mdata2.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.processed.1.zip
SnIp greenhouse 3	Vitis vinifera	E. lata infected plant without symptoms	leaf	frozen_sample	P-MTAB-5421	P-MTAB-5425	P-MTAB-5424	E_SnIp greenhouse 3	total_RNA	P-MTAB-5423	L_SnIp greenhouse 3	Cy5	unknown	P-MTAB-5416	H_SnIp greenhouse 3_SnIn greenhouse 3	A-MEXP-1536	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-MEXP-1536	greenhouse	E. lata infected plant without symptoms	m519.txt	m519.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.raw.1.zip	P-MTAB-5415	E-MEXP-2337-processed-data-1824889504.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.processed.1.zip
SnIn greenhouse 2	Vitis vinifera	normal	leaf	frozen_sample	P-MTAB-5421	P-MTAB-5425	P-MTAB-5424	E_SnIn greenhouse 2	total_RNA	P-MTAB-5423	L_SnIn greenhouse 2_1	Cy5	unknown	P-MTAB-5416	H_SnIn greenhouse 2_1_SnIp greenhouse 2_	A-MEXP-1536	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-MEXP-1536	greenhouse	normal	m516.txt	m516.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.raw.1.zip	P-MTAB-5415	E-MEXP-2337-processed-data-1824889504.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.processed.1.zip
SnIn greenhouse 2	Vitis vinifera	normal	leaf	frozen_sample	P-MTAB-5421	P-MTAB-5425	P-MTAB-5424	E_SnIn greenhouse 2	total_RNA	P-MTAB-5423	L_SnIn greenhouse 2_1	Cy5	unknown	P-MTAB-5416	H_SnIn greenhouse 2_1_SnIp greenhouse 2_	A-MEXP-1536	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-MEXP-1536	greenhouse	normal	m516.txt	m516.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.raw.1.zip	P-MTAB-5415	mdata2.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.processed.1.zip
