Source Name	Characteristics[organism]	Term Source REF	Term Accession Number	Characteristics[cultivar]	Characteristics[developmental stage]	Characteristics[organism part]	Characteristics[growth condition]	Description	Comment[ENA_ALIAS]	Comment [geo_loc_name]	Comment [BioSampleModel]	Comment[BioSD_SAMPLE]	Comment[ENA_ALIAS]	Comment[ENA_SAMPLE]	Protocol REF	Extract Name	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRATEGY]	Protocol REF	Performer	Assay Name	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[Center]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Comment[SPOT_LENGTH]	FactorValue [developmental stage]	FactorValue [sampling time point]	FactorValue [environmental stress]
SRS967558	Vitis vinifera	NCBI Taxonomy	29760	ML1 line, microvine regenerated from Pinot Meunier mutant	fruit size up to 10% stage	fruit	20 degree celsius during day and 15 degree celsius during night	Sample of Dwarf rapid cycling and continous flowering pinot meunier mutant (line ML 1) berries sampled during daytime. Temperature treatment 20 degree Celsius during day/15 degree Celsius during night	G1day_cold	France:Montpellier	Plant	SAMN03782504	G1day_cold	SRS967558	LIBRARY_CONSTRUCTION_PROTOCOL_1	Ve17_SRX1075559	PAIRED	RT-PCR	TRANSCRIPTOMIC	RNA-Seq	SEQUENCING_PROTOCOL_1	  	SRX1075559	sequencing assay	SRX1075559	SRR2080980_1	INRA	SRR2080980	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/000/SRR2080980/SRR2080980_1.fastq.gz	200	fruit size up to 10% stage	day	cold temperature regimen
SRS967558	Vitis vinifera	NCBI Taxonomy	29760	ML1 line, microvine regenerated from Pinot Meunier mutant	fruit size up to 10% stage	fruit	20 degree celsius during day and 15 degree celsius during night	Sample of Dwarf rapid cycling and continous flowering pinot meunier mutant (line ML 1) berries sampled during daytime. Temperature treatment 20 degree Celsius during day/15 degree Celsius during night	G1day_cold	France:Montpellier	Plant	SAMN03782504	G1day_cold	SRS967558	LIBRARY_CONSTRUCTION_PROTOCOL_1	Ve17_SRX1075559	PAIRED	RT-PCR	TRANSCRIPTOMIC	RNA-Seq	SEQUENCING_PROTOCOL_1	  	SRX1075559	sequencing assay	SRX1075559	SRR2080980_2	INRA	SRR2080980	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/000/SRR2080980/SRR2080980_2.fastq.gz	200	fruit size up to 10% stage	day	cold temperature regimen
SRS967558	Vitis vinifera	NCBI Taxonomy	29760	ML1 line, microvine regenerated from Pinot Meunier mutant	fruit size up to 10% stage	fruit	20 degree celsius during day and 15 degree celsius during night	Sample of Dwarf rapid cycling and continous flowering pinot meunier mutant (line ML 1) berries sampled during daytime. Temperature treatment 20 degree Celsius during day/15 degree Celsius during night	G1day_cold	France:Montpellier	Plant	SAMN03782504	G1day_cold	SRS967558	LIBRARY_CONSTRUCTION_PROTOCOL_1	Ve18_SRX1075560	PAIRED	RT-PCR	TRANSCRIPTOMIC	RNA-Seq	SEQUENCING_PROTOCOL_1	  	SRX1075560	sequencing assay	SRX1075560	SRR2080981_1	INRA	SRR2080981	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/001/SRR2080981/SRR2080981_1.fastq.gz	200	fruit size up to 10% stage	day	cold temperature regimen
SRS967558	Vitis vinifera	NCBI Taxonomy	29760	ML1 line, microvine regenerated from Pinot Meunier mutant	fruit size up to 10% stage	fruit	20 degree celsius during day and 15 degree celsius during night	Sample of Dwarf rapid cycling and continous flowering pinot meunier mutant (line ML 1) berries sampled during daytime. Temperature treatment 20 degree Celsius during day/15 degree Celsius during night	G1day_cold	France:Montpellier	Plant	SAMN03782504	G1day_cold	SRS967558	LIBRARY_CONSTRUCTION_PROTOCOL_1	Ve18_SRX1075560	PAIRED	RT-PCR	TRANSCRIPTOMIC	RNA-Seq	SEQUENCING_PROTOCOL_1	  	SRX1075560	sequencing assay	SRX1075560	SRR2080981_2	INRA	SRR2080981	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/001/SRR2080981/SRR2080981_2.fastq.gz	200	fruit size up to 10% stage	day	cold temperature regimen
SRS974489	Vitis vinifera	NCBI Taxonomy	29760	ML1 line, microvine regenerated from Pinot Meunier mutant	fruit size up to 10% stage	fruit	20 degree celsius during day and 15 degree celsius during night	Sample of Dwarf rapid cycling and continous flowering pinot meunier mutant (line ML 1) berries sampled during daytime. Temperature treatment 20 degree Celsius during day/15 degree Celsius during night	G1night_cold	France:Montpellier	Plant	SAMN03782505	G1night_cold	SRS974489	LIBRARY_CONSTRUCTION_PROTOCOL_1	Ve19_SRX1075561	PAIRED	RT-PCR	TRANSCRIPTOMIC	RNA-Seq	SEQUENCING_PROTOCOL_1	  	SRX1075561	sequencing assay	SRX1075561	SRR2080982_1	INRA	SRR2080982	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/002/SRR2080982/SRR2080982_1.fastq.gz	200	fruit size up to 10% stage	night	cold temperature regimen
SRS974489	Vitis vinifera	NCBI Taxonomy	29760	ML1 line, microvine regenerated from Pinot Meunier mutant	fruit size up to 10% stage	fruit	20 degree celsius during day and 15 degree celsius during night	Sample of Dwarf rapid cycling and continous flowering pinot meunier mutant (line ML 1) berries sampled during daytime. Temperature treatment 20 degree Celsius during day/15 degree Celsius during night	G1night_cold	France:Montpellier	Plant	SAMN03782505	G1night_cold	SRS974489	LIBRARY_CONSTRUCTION_PROTOCOL_1	Ve19_SRX1075561	PAIRED	RT-PCR	TRANSCRIPTOMIC	RNA-Seq	SEQUENCING_PROTOCOL_1	  	SRX1075561	sequencing assay	SRX1075561	SRR2080982_2	INRA	SRR2080982	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/002/SRR2080982/SRR2080982_2.fastq.gz	200	fruit size up to 10% stage	night	cold temperature regimen
SRS974489	Vitis vinifera	NCBI Taxonomy	29760	ML1 line, microvine regenerated from Pinot Meunier mutant	fruit size up to 10% stage	fruit	20 degree celsius during day and 15 degree celsius during night	Sample of Dwarf rapid cycling and continous flowering pinot meunier mutant (line ML 1) berries sampled during daytime. Temperature treatment 20 degree Celsius during day/15 degree Celsius during night	G1night_cold	France:Montpellier	Plant	SAMN03782505	G1night_cold	SRS974489	LIBRARY_CONSTRUCTION_PROTOCOL_1	Ve20_SRX1075562	PAIRED	RT-PCR	TRANSCRIPTOMIC	RNA-Seq	SEQUENCING_PROTOCOL_1	  	SRX1075562	sequencing assay	SRX1075562	SRR2080983_1	INRA	SRR2080983	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/003/SRR2080983/SRR2080983_1.fastq.gz	200	fruit size up to 10% stage	night	cold temperature regimen
SRS974489	Vitis vinifera	NCBI Taxonomy	29760	ML1 line, microvine regenerated from Pinot Meunier mutant	fruit size up to 10% stage	fruit	20 degree celsius during day and 15 degree celsius during night	Sample of Dwarf rapid cycling and continous flowering pinot meunier mutant (line ML 1) berries sampled during daytime. Temperature treatment 20 degree Celsius during day/15 degree Celsius during night	G1night_cold	France:Montpellier	Plant	SAMN03782505	G1night_cold	SRS974489	LIBRARY_CONSTRUCTION_PROTOCOL_1	Ve20_SRX1075562	PAIRED	RT-PCR	TRANSCRIPTOMIC	RNA-Seq	SEQUENCING_PROTOCOL_1	  	SRX1075562	sequencing assay	SRX1075562	SRR2080983_2	INRA	SRR2080983	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/003/SRR2080983/SRR2080983_2.fastq.gz	200	fruit size up to 10% stage	night	cold temperature regimen
SRS974489	Vitis vinifera	NCBI Taxonomy	29760	ML1 line, microvine regenerated from Pinot Meunier mutant	fruit size up to 10% stage	fruit	20 degree celsius during day and 15 degree celsius during night	Sample of Dwarf rapid cycling and continous flowering pinot meunier mutant (line ML 1) berries sampled during daytime. Temperature treatment 20 degree Celsius during day/15 degree Celsius during night	G1night_cold	France:Montpellier	Plant	SAMN03782505	G1night_cold	SRS974489	LIBRARY_CONSTRUCTION_PROTOCOL_1	Ve21_SRX1075563	PAIRED	RT-PCR	TRANSCRIPTOMIC	RNA-Seq	SEQUENCING_PROTOCOL_1	  	SRX1075563	sequencing assay	SRX1075563	SRR2080984_1	INRA	SRR2080984	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/004/SRR2080984/SRR2080984_1.fastq.gz	200	fruit size up to 10% stage	night	cold temperature regimen
SRS974489	Vitis vinifera	NCBI Taxonomy	29760	ML1 line, microvine regenerated from Pinot Meunier mutant	fruit size up to 10% stage	fruit	20 degree celsius during day and 15 degree celsius during night	Sample of Dwarf rapid cycling and continous flowering pinot meunier mutant (line ML 1) berries sampled during daytime. Temperature treatment 20 degree Celsius during day/15 degree Celsius during night	G1night_cold	France:Montpellier	Plant	SAMN03782505	G1night_cold	SRS974489	LIBRARY_CONSTRUCTION_PROTOCOL_1	Ve21_SRX1075563	PAIRED	RT-PCR	TRANSCRIPTOMIC	RNA-Seq	SEQUENCING_PROTOCOL_1	  	SRX1075563	sequencing assay	SRX1075563	SRR2080984_2	INRA	SRR2080984	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/004/SRR2080984/SRR2080984_2.fastq.gz	200	fruit size up to 10% stage	night	cold temperature regimen
SRS974485	Vitis vinifera	NCBI Taxonomy	29760	ML1 line, microvine regenerated from Pinot Meunier mutant	fruit size up to 10% stage	fruit	30 degree celsius during day and 15 degree celsius during night	Sample of Dwarf rapid cycling and continous flowering pinot meunier mutant (line ML 1) berries sampled during daytime. Temperature treatment 30 degree Celsius during day/15 degree Celsius during night	G1day_hot	France:Montpellier	Plant	SAMN03782506	G1day_hot	SRS974485	LIBRARY_CONSTRUCTION_PROTOCOL_1	Ve22_SRX1075564	PAIRED	RT-PCR	TRANSCRIPTOMIC	RNA-Seq	SEQUENCING_PROTOCOL_1	  	SRX1075564	sequencing assay	SRX1075564	SRR2080985_1	INRA	SRR2080985	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/005/SRR2080985/SRR2080985_1.fastq.gz	200	fruit size up to 10% stage	day	warm/hot temperature regimen
SRS974485	Vitis vinifera	NCBI Taxonomy	29760	ML1 line, microvine regenerated from Pinot Meunier mutant	fruit size up to 10% stage	fruit	30 degree celsius during day and 15 degree celsius during night	Sample of Dwarf rapid cycling and continous flowering pinot meunier mutant (line ML 1) berries sampled during daytime. Temperature treatment 30 degree Celsius during day/15 degree Celsius during night	G1day_hot	France:Montpellier	Plant	SAMN03782506	G1day_hot	SRS974485	LIBRARY_CONSTRUCTION_PROTOCOL_1	Ve22_SRX1075564	PAIRED	RT-PCR	TRANSCRIPTOMIC	RNA-Seq	SEQUENCING_PROTOCOL_1	  	SRX1075564	sequencing assay	SRX1075564	SRR2080985_2	INRA	SRR2080985	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/005/SRR2080985/SRR2080985_2.fastq.gz	200	fruit size up to 10% stage	day	warm/hot temperature regimen
SRS974485	Vitis vinifera	NCBI Taxonomy	29760	ML1 line, microvine regenerated from Pinot Meunier mutant	fruit size up to 10% stage	fruit	30 degree celsius during day and 15 degree celsius during night	Sample of Dwarf rapid cycling and continous flowering pinot meunier mutant (line ML 1) berries sampled during daytime. Temperature treatment 30 degree Celsius during day/15 degree Celsius during night	G1day_hot	France:Montpellier	Plant	SAMN03782506	G1day_hot	SRS974485	LIBRARY_CONSTRUCTION_PROTOCOL_1	Ve23_SRX1075565	PAIRED	RT-PCR	TRANSCRIPTOMIC	RNA-Seq	SEQUENCING_PROTOCOL_1	  	SRX1075565	sequencing assay	SRX1075565	SRR2080986_1	INRA	SRR2080986	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/006/SRR2080986/SRR2080986_1.fastq.gz	200	fruit size up to 10% stage	day	warm/hot temperature regimen
SRS974485	Vitis vinifera	NCBI Taxonomy	29760	ML1 line, microvine regenerated from Pinot Meunier mutant	fruit size up to 10% stage	fruit	30 degree celsius during day and 15 degree celsius during night	Sample of Dwarf rapid cycling and continous flowering pinot meunier mutant (line ML 1) berries sampled during daytime. Temperature treatment 30 degree Celsius during day/15 degree Celsius during night	G1day_hot	France:Montpellier	Plant	SAMN03782506	G1day_hot	SRS974485	LIBRARY_CONSTRUCTION_PROTOCOL_1	Ve23_SRX1075565	PAIRED	RT-PCR	TRANSCRIPTOMIC	RNA-Seq	SEQUENCING_PROTOCOL_1	  	SRX1075565	sequencing assay	SRX1075565	SRR2080986_2	INRA	SRR2080986	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/006/SRR2080986/SRR2080986_2.fastq.gz	200	fruit size up to 10% stage	day	warm/hot temperature regimen
SRS974485	Vitis vinifera	NCBI Taxonomy	29760	ML1 line, microvine regenerated from Pinot Meunier mutant	fruit size up to 10% stage	fruit	30 degree celsius during day and 15 degree celsius during night	Sample of Dwarf rapid cycling and continous flowering pinot meunier mutant (line ML 1) berries sampled during daytime. Temperature treatment 30 degree Celsius during day/15 degree Celsius during night	G1day_hot	France:Montpellier	Plant	SAMN03782506	G1day_hot	SRS974485	LIBRARY_CONSTRUCTION_PROTOCOL_1	Ve24_SRX1075566	PAIRED	RT-PCR	TRANSCRIPTOMIC	RNA-Seq	SEQUENCING_PROTOCOL_1	  	SRX1075566	sequencing assay	SRX1075566	SRR2080987_1	INRA	SRR2080987	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/007/SRR2080987/SRR2080987_1.fastq.gz	200	fruit size up to 10% stage	day	warm/hot temperature regimen
SRS974485	Vitis vinifera	NCBI Taxonomy	29760	ML1 line, microvine regenerated from Pinot Meunier mutant	fruit size up to 10% stage	fruit	30 degree celsius during day and 15 degree celsius during night	Sample of Dwarf rapid cycling and continous flowering pinot meunier mutant (line ML 1) berries sampled during daytime. Temperature treatment 30 degree Celsius during day/15 degree Celsius during night	G1day_hot	France:Montpellier	Plant	SAMN03782506	G1day_hot	SRS974485	LIBRARY_CONSTRUCTION_PROTOCOL_1	Ve24_SRX1075566	PAIRED	RT-PCR	TRANSCRIPTOMIC	RNA-Seq	SEQUENCING_PROTOCOL_1	  	SRX1075566	sequencing assay	SRX1075566	SRR2080987_2	INRA	SRR2080987	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/007/SRR2080987/SRR2080987_2.fastq.gz	200	fruit size up to 10% stage	day	warm/hot temperature regimen
SRS974484	Vitis vinifera	NCBI Taxonomy	29760	ML1 line, microvine regenerated from Pinot Meunier mutant	fruit size up to 10% stage	fruit	30 degree celsius during day and 15 degree celsius during night	Sample of Dwarf rapid cycling and continous flowering pinot meunier mutant (line ML 1) berries sampled during daytime. Temperature treatment 30 degree Celsius during day/15 degree Celsius during night	G1night_hot	France:Montpellier	Plant	SAMN03782507	G1night_hot	SRS974484	LIBRARY_CONSTRUCTION_PROTOCOL_1	Ve25_SRX1075567	PAIRED	RT-PCR	TRANSCRIPTOMIC	RNA-Seq	SEQUENCING_PROTOCOL_1	  	SRX1075567	sequencing assay	SRX1075567	SRR2080988_1	INRA	SRR2080988	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/008/SRR2080988/SRR2080988_1.fastq.gz	200	fruit size up to 10% stage	night	warm/hot temperature regimen
SRS974484	Vitis vinifera	NCBI Taxonomy	29760	ML1 line, microvine regenerated from Pinot Meunier mutant	fruit size up to 10% stage	fruit	30 degree celsius during day and 15 degree celsius during night	Sample of Dwarf rapid cycling and continous flowering pinot meunier mutant (line ML 1) berries sampled during daytime. Temperature treatment 30 degree Celsius during day/15 degree Celsius during night	G1night_hot	France:Montpellier	Plant	SAMN03782507	G1night_hot	SRS974484	LIBRARY_CONSTRUCTION_PROTOCOL_1	Ve25_SRX1075567	PAIRED	RT-PCR	TRANSCRIPTOMIC	RNA-Seq	SEQUENCING_PROTOCOL_1	  	SRX1075567	sequencing assay	SRX1075567	SRR2080988_2	INRA	SRR2080988	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/008/SRR2080988/SRR2080988_2.fastq.gz	200	fruit size up to 10% stage	night	warm/hot temperature regimen
SRS974484	Vitis vinifera	NCBI Taxonomy	29760	ML1 line, microvine regenerated from Pinot Meunier mutant	fruit size up to 10% stage	fruit	30 degree celsius during day and 15 degree celsius during night	Sample of Dwarf rapid cycling and continous flowering pinot meunier mutant (line ML 1) berries sampled during daytime. Temperature treatment 30 degree Celsius during day/15 degree Celsius during night	G1night_hot	France:Montpellier	Plant	SAMN03782507	G1night_hot	SRS974484	LIBRARY_CONSTRUCTION_PROTOCOL_1	Ve26_SRX1075568	PAIRED	RT-PCR	TRANSCRIPTOMIC	RNA-Seq	SEQUENCING_PROTOCOL_1	  	SRX1075568	sequencing assay	SRX1075568	SRR2080989_1	INRA	SRR2080989	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/009/SRR2080989/SRR2080989_1.fastq.gz	200	fruit size up to 10% stage	night	warm/hot temperature regimen
SRS974484	Vitis vinifera	NCBI Taxonomy	29760	ML1 line, microvine regenerated from Pinot Meunier mutant	fruit size up to 10% stage	fruit	30 degree celsius during day and 15 degree celsius during night	Sample of Dwarf rapid cycling and continous flowering pinot meunier mutant (line ML 1) berries sampled during daytime. Temperature treatment 30 degree Celsius during day/15 degree Celsius during night	G1night_hot	France:Montpellier	Plant	SAMN03782507	G1night_hot	SRS974484	LIBRARY_CONSTRUCTION_PROTOCOL_1	Ve26_SRX1075568	PAIRED	RT-PCR	TRANSCRIPTOMIC	RNA-Seq	SEQUENCING_PROTOCOL_1	  	SRX1075568	sequencing assay	SRX1075568	SRR2080989_2	INRA	SRR2080989	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/009/SRR2080989/SRR2080989_2.fastq.gz	200	fruit size up to 10% stage	night	warm/hot temperature regimen
SRS974484	Vitis vinifera	NCBI Taxonomy	29760	ML1 line, microvine regenerated from Pinot Meunier mutant	fruit size up to 10% stage	fruit	30 degree celsius during day and 15 degree celsius during night	Sample of Dwarf rapid cycling and continous flowering pinot meunier mutant (line ML 1) berries sampled during daytime. Temperature treatment 30 degree Celsius during day/15 degree Celsius during night	G1night_hot	France:Montpellier	Plant	SAMN03782507	G1night_hot	SRS974484	LIBRARY_CONSTRUCTION_PROTOCOL_1	Ve27_SRX1075569	PAIRED	RT-PCR	TRANSCRIPTOMIC	RNA-Seq	SEQUENCING_PROTOCOL_1	  	SRX1075569	sequencing assay	SRX1075569	SRR2080990_1	INRA	SRR2080990	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/000/SRR2080990/SRR2080990_1.fastq.gz	200	fruit size up to 10% stage	night	warm/hot temperature regimen
SRS974484	Vitis vinifera	NCBI Taxonomy	29760	ML1 line, microvine regenerated from Pinot Meunier mutant	fruit size up to 10% stage	fruit	30 degree celsius during day and 15 degree celsius during night	Sample of Dwarf rapid cycling and continous flowering pinot meunier mutant (line ML 1) berries sampled during daytime. Temperature treatment 30 degree Celsius during day/15 degree Celsius during night	G1night_hot	France:Montpellier	Plant	SAMN03782507	G1night_hot	SRS974484	LIBRARY_CONSTRUCTION_PROTOCOL_1	Ve27_SRX1075569	PAIRED	RT-PCR	TRANSCRIPTOMIC	RNA-Seq	SEQUENCING_PROTOCOL_1	  	SRX1075569	sequencing assay	SRX1075569	SRR2080990_2	INRA	SRR2080990	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/000/SRR2080990/SRR2080990_2.fastq.gz	200	fruit size up to 10% stage	night	warm/hot temperature regimen
SRS974467	Vitis vinifera	NCBI Taxonomy	29760	ML1 line, microvine regenerated from Pinot Meunier mutant	whole plant fruit ripening complete stage	fruit	25 degree celsius during day and 15 degree celsius during night	Sample of Dwarf rapid cycling and continous flowering pinot meunier mutant (line ML 1) berries sampled during daytime. Temperature treatment 25 degree Celsius during day/15 degree Celsius during night	V2cold	France:Montpellier	Plant	SAMN03782514	V2cold	SRS974467	LIBRARY_CONSTRUCTION_PROTOCOL_1	Ve46_SRX1075588	PAIRED	RT-PCR	TRANSCRIPTOMIC	RNA-Seq	SEQUENCING_PROTOCOL_1	  	SRX1075588	sequencing assay	SRX1075588	SRR2081009_1	INRA	SRR2081009	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/009/SRR2081009/SRR2081009_1.fastq.gz	200	whole plant fruit ripening complete stage	day	cold temperature regimen
SRS974467	Vitis vinifera	NCBI Taxonomy	29760	ML1 line, microvine regenerated from Pinot Meunier mutant	whole plant fruit ripening complete stage	fruit	25 degree celsius during day and 15 degree celsius during night	Sample of Dwarf rapid cycling and continous flowering pinot meunier mutant (line ML 1) berries sampled during daytime. Temperature treatment 25 degree Celsius during day/15 degree Celsius during night	V2cold	France:Montpellier	Plant	SAMN03782514	V2cold	SRS974467	LIBRARY_CONSTRUCTION_PROTOCOL_1	Ve46_SRX1075588	PAIRED	RT-PCR	TRANSCRIPTOMIC	RNA-Seq	SEQUENCING_PROTOCOL_1	  	SRX1075588	sequencing assay	SRX1075588	SRR2081009_2	INRA	SRR2081009	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/009/SRR2081009/SRR2081009_2.fastq.gz	200	whole plant fruit ripening complete stage	day	cold temperature regimen
SRS974467	Vitis vinifera	NCBI Taxonomy	29760	ML1 line, microvine regenerated from Pinot Meunier mutant	whole plant fruit ripening complete stage	fruit	25 degree celsius during day and 15 degree celsius during night	Sample of Dwarf rapid cycling and continous flowering pinot meunier mutant (line ML 1) berries sampled during daytime. Temperature treatment 25 degree Celsius during day/15 degree Celsius during night	V2cold	France:Montpellier	Plant	SAMN03782514	V2cold	SRS974467	LIBRARY_CONSTRUCTION_PROTOCOL_1	Ve47_SRX1075589	PAIRED	RT-PCR	TRANSCRIPTOMIC	RNA-Seq	SEQUENCING_PROTOCOL_1	  	SRX1075589	sequencing assay	SRX1075589	SRR2081010_1	INRA	SRR2081010	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/000/SRR2081010/SRR2081010_1.fastq.gz	200	whole plant fruit ripening complete stage	day	cold temperature regimen
SRS974467	Vitis vinifera	NCBI Taxonomy	29760	ML1 line, microvine regenerated from Pinot Meunier mutant	whole plant fruit ripening complete stage	fruit	25 degree celsius during day and 15 degree celsius during night	Sample of Dwarf rapid cycling and continous flowering pinot meunier mutant (line ML 1) berries sampled during daytime. Temperature treatment 25 degree Celsius during day/15 degree Celsius during night	V2cold	France:Montpellier	Plant	SAMN03782514	V2cold	SRS974467	LIBRARY_CONSTRUCTION_PROTOCOL_1	Ve47_SRX1075589	PAIRED	RT-PCR	TRANSCRIPTOMIC	RNA-Seq	SEQUENCING_PROTOCOL_1	  	SRX1075589	sequencing assay	SRX1075589	SRR2081010_2	INRA	SRR2081010	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/000/SRR2081010/SRR2081010_2.fastq.gz	200	whole plant fruit ripening complete stage	day	cold temperature regimen
SRS974467	Vitis vinifera	NCBI Taxonomy	29760	ML1 line, microvine regenerated from Pinot Meunier mutant	whole plant fruit ripening complete stage	fruit	25 degree celsius during day and 15 degree celsius during night	Sample of Dwarf rapid cycling and continous flowering pinot meunier mutant (line ML 1) berries sampled during daytime. Temperature treatment 25 degree Celsius during day/15 degree Celsius during night	V2cold	France:Montpellier	Plant	SAMN03782514	V2cold	SRS974467	LIBRARY_CONSTRUCTION_PROTOCOL_1	Ve48_SRX1075590	PAIRED	RT-PCR	TRANSCRIPTOMIC	RNA-Seq	SEQUENCING_PROTOCOL_1	  	SRX1075590	sequencing assay	SRX1075590	SRR2081011_1	INRA	SRR2081011	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/001/SRR2081011/SRR2081011_1.fastq.gz	200	whole plant fruit ripening complete stage	day	cold temperature regimen
SRS974467	Vitis vinifera	NCBI Taxonomy	29760	ML1 line, microvine regenerated from Pinot Meunier mutant	whole plant fruit ripening complete stage	fruit	25 degree celsius during day and 15 degree celsius during night	Sample of Dwarf rapid cycling and continous flowering pinot meunier mutant (line ML 1) berries sampled during daytime. Temperature treatment 25 degree Celsius during day/15 degree Celsius during night	V2cold	France:Montpellier	Plant	SAMN03782514	V2cold	SRS974467	LIBRARY_CONSTRUCTION_PROTOCOL_1	Ve48_SRX1075590	PAIRED	RT-PCR	TRANSCRIPTOMIC	RNA-Seq	SEQUENCING_PROTOCOL_1	  	SRX1075590	sequencing assay	SRX1075590	SRR2081011_2	INRA	SRR2081011	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/001/SRR2081011/SRR2081011_2.fastq.gz	200	whole plant fruit ripening complete stage	day	cold temperature regimen
SRS974464	Vitis vinifera	NCBI Taxonomy	29760	ML1 line, microvine regenerated from Pinot Meunier mutant	whole plant fruit ripening complete stage	fruit	30 degree celsius during day and 25 degree celsius during night	Sample of Dwarf rapid cycling and continous flowering pinot meunier mutant (line ML 1) berries sampled during daytime. Temperature treatment 30 degree Celsius during day/25 degree Celsius during night	V2hot	France:Montpellier	Plant	SAMN03782515	V2hot	SRS974464	LIBRARY_CONSTRUCTION_PROTOCOL_1	Ve49_SRX1075591	PAIRED	RT-PCR	TRANSCRIPTOMIC	RNA-Seq	SEQUENCING_PROTOCOL_1	  	SRX1075591	sequencing assay	SRX1075591	SRR2081012_1	INRA	SRR2081012	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/002/SRR2081012/SRR2081012_1.fastq.gz	200	whole plant fruit ripening complete stage	day	warm/hot temperature regimen
SRS974464	Vitis vinifera	NCBI Taxonomy	29760	ML1 line, microvine regenerated from Pinot Meunier mutant	whole plant fruit ripening complete stage	fruit	30 degree celsius during day and 25 degree celsius during night	Sample of Dwarf rapid cycling and continous flowering pinot meunier mutant (line ML 1) berries sampled during daytime. Temperature treatment 30 degree Celsius during day/25 degree Celsius during night	V2hot	France:Montpellier	Plant	SAMN03782515	V2hot	SRS974464	LIBRARY_CONSTRUCTION_PROTOCOL_1	Ve49_SRX1075591	PAIRED	RT-PCR	TRANSCRIPTOMIC	RNA-Seq	SEQUENCING_PROTOCOL_1	  	SRX1075591	sequencing assay	SRX1075591	SRR2081012_2	INRA	SRR2081012	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/002/SRR2081012/SRR2081012_2.fastq.gz	200	whole plant fruit ripening complete stage	day	warm/hot temperature regimen
SRS974464	Vitis vinifera	NCBI Taxonomy	29760	ML1 line, microvine regenerated from Pinot Meunier mutant	whole plant fruit ripening complete stage	fruit	30 degree celsius during day and 25 degree celsius during night	Sample of Dwarf rapid cycling and continous flowering pinot meunier mutant (line ML 1) berries sampled during daytime. Temperature treatment 30 degree Celsius during day/25 degree Celsius during night	V2hot	France:Montpellier	Plant	SAMN03782515	V2hot	SRS974464	LIBRARY_CONSTRUCTION_PROTOCOL_1	Ve50_SRX1075592	PAIRED	RT-PCR	TRANSCRIPTOMIC	RNA-Seq	SEQUENCING_PROTOCOL_1	  	SRX1075592	sequencing assay	SRX1075592	SRR2081013_1	INRA	SRR2081013	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/003/SRR2081013/SRR2081013_1.fastq.gz	200	whole plant fruit ripening complete stage	day	warm/hot temperature regimen
